,query,engine,batch,instance,query_class,status,timeout,nb_results,nb_distinct_sources,relevant_sources_selectivity,tpwss,source_selection_time,planning_time,ask,exec_time,http_req,data_transfer,sts,exec_time_only
2827,q02,anapsid,4,3,MD,error_runtime,120000.0,,100.0,1.0,1303.0,5.692241907119751,,1416.0,,1416.0,0.454926,error_runtime,
2828,q02,anapsid,4,3,MD,error_runtime,120000.0,,100.0,1.0,1303.0,5.219677686691284,,1416.0,,1416.0,0.454926,error_runtime,
2829,q02,fedup_h0,4,3,MD,success,,9.0,1.0,0.01,16.0,0.1,,200.0,1263.0,201.0,0.14072199999999999,success,1262.9
2830,q02,fedup_h0,4,3,MD,success,,9.0,1.0,0.01,16.0,0.1,,200.0,6.0,201.0,0.14072199999999999,success,5.9
2831,q02,fedup_h0,4,3,MD,success,,9.0,1.0,0.01,16.0,0.1,,200.0,5.0,201.0,0.14072199999999999,success,4.9
2832,q02,rsa,4,3,MD,success,,9.0,1.0,0.01,15.0,,,0.0,34.886837005615234,1.0,0.016094,success,
2833,q02,rsa,4,3,MD,success,,9.0,1.0,0.01,15.0,,,0.0,35.57634353637695,1.0,0.016094,success,
2834,q02,rsa,4,3,MD,success,,9.0,1.0,0.01,15.0,,,0.0,33.211469650268555,1.0,0.016094,success,
2835,q02,fedx,5,3,MD,success,,9.0,120.0,1.0,1801.0,1799.0,4.0,1920.0,22272.0,9121.0,3.418406,success,20473.0
2836,q02,fedx,5,3,MD,success,,9.0,120.0,1.0,1801.0,1745.0,4.0,1920.0,17233.0,9121.0,3.418406,success,15488.0
2837,q02,fedx,5,3,MD,success,,9.0,120.0,1.0,1801.0,1752.0,5.0,1920.0,18601.0,9121.0,3.418406,success,16849.0
2838,q02,costfed,5,3,MD,timeout,120000.0,,120.0,1.0,370.0,334.0,435.0,360.0,,361.0,0.198181,timeout,
2839,q02,costfed,5,3,MD,timeout,120000.0,,120.0,1.0,370.0,350.0,434.0,360.0,,369.0,0.20310899999999998,timeout,
2840,q02,costfed,5,3,MD,timeout,120000.0,,120.0,1.0,370.0,305.0,404.0,360.0,,371.0,0.204341,timeout,
2841,q02,splendid,5,3,MD,timeout,120000.0,,120.0,1.0,1801.0,,,0.0,,3000.0,0.129238,timeout,
2842,q02,splendid,5,3,MD,timeout,120000.0,,120.0,1.0,1801.0,,,0.0,,3000.0,0.129238,timeout,
2843,q02,splendid,5,3,MD,timeout,120000.0,,120.0,1.0,1801.0,,,0.0,,3000.0,0.129238,timeout,
2844,q02,semagrow,5,3,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2845,q02,semagrow,5,3,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2846,q02,semagrow,5,3,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2847,q02,anapsid,5,3,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
2848,q02,anapsid,5,3,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
2849,q02,anapsid,5,3,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
2850,q02,fedup_h0,5,3,MD,success,,9.0,1.0,0.0083333333333333,16.0,0.1,,240.0,1276.0,241.0,0.165988,success,1275.9
2851,q02,fedup_h0,5,3,MD,success,,9.0,1.0,0.0083333333333333,16.0,1.0,,240.0,6.0,241.0,0.165988,success,5.0
2852,q02,fedup_h0,5,3,MD,success,,9.0,1.0,0.0083333333333333,16.0,1.0,,240.0,5.0,241.0,0.165988,success,4.0
2853,q02,rsa,5,3,MD,success,,9.0,1.0,0.0083333333333333,15.0,,,0.0,36.73243522644043,1.0,0.016094,success,
2854,q02,rsa,5,3,MD,success,,9.0,1.0,0.0083333333333333,15.0,,,0.0,34.63315963745117,1.0,0.016094,success,
2855,q02,rsa,5,3,MD,success,,9.0,1.0,0.0083333333333333,15.0,,,0.0,35.09211540222168,1.0,0.016094,success,
2856,q02,fedx,6,3,MD,success,,9.0,140.0,1.0,2101.0,1914.0,4.0,2240.0,20384.0,10641.0,3.9843759999999997,success,18470.0
2857,q02,fedx,6,3,MD,success,,9.0,140.0,1.0,2101.0,1965.0,8.0,2240.0,20335.0,10641.0,3.9843759999999997,success,18370.0
2858,q02,fedx,6,3,MD,success,,9.0,140.0,1.0,2101.0,1984.0,4.0,2240.0,20463.0,10641.0,3.9843759999999997,success,18479.0
2859,q02,costfed,6,3,MD,timeout,120000.0,,140.0,1.0,430.0,320.0,413.0,420.0,,435.0,0.238033,timeout,
2860,q02,costfed,6,3,MD,timeout,120000.0,,140.0,1.0,430.0,331.0,413.0,420.0,,428.0,0.23372099999999998,timeout,
2861,q02,costfed,6,3,MD,timeout,120000.0,,140.0,1.0,430.0,339.0,430.0,420.0,,428.0,0.23372099999999998,timeout,
2862,q02,splendid,6,3,MD,timeout,120000.0,,140.0,1.0,2101.0,,,0.0,,3500.0,0.150778,timeout,
2863,q02,splendid,6,3,MD,timeout,120000.0,,140.0,1.0,2101.0,,,0.0,,3500.0,0.150778,timeout,
2864,q02,splendid,6,3,MD,timeout,120000.0,,140.0,1.0,2101.0,,,0.0,,3500.0,0.150778,timeout,
2865,q02,semagrow,6,3,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2866,q02,semagrow,6,3,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2867,q02,semagrow,6,3,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2868,q02,anapsid,6,3,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
2869,q02,anapsid,6,3,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
2870,q02,anapsid,6,3,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
2871,q02,fedup_h0,6,3,MD,success,,9.0,1.0,0.0071428571428571,16.0,0.1,,280.0,1266.0,281.0,0.191272,success,1265.9
2872,q02,fedup_h0,6,3,MD,success,,9.0,1.0,0.0071428571428571,16.0,1.0,,280.0,6.0,281.0,0.191272,success,5.0
2873,q02,fedup_h0,6,3,MD,success,,9.0,1.0,0.0071428571428571,16.0,1.0,,280.0,5.0,281.0,0.191272,success,4.0
2874,q02,rsa,6,3,MD,success,,9.0,1.0,0.0071428571428571,15.0,,,0.0,34.798383712768555,1.0,0.016094,success,
2875,q02,rsa,6,3,MD,success,,9.0,1.0,0.0071428571428571,15.0,,,0.0,34.123897552490234,1.0,0.016094,success,
2876,q02,rsa,6,3,MD,success,,9.0,1.0,0.0071428571428571,15.0,,,0.0,35.680294036865234,1.0,0.016094,success,
2877,q02,fedx,7,3,MD,success,,9.0,160.0,1.0,2401.0,2216.0,3.0,2560.0,23774.0,12161.0,4.550079,success,21558.0
2878,q02,fedx,7,3,MD,success,,9.0,160.0,1.0,2401.0,2215.0,6.0,2560.0,23284.0,12161.0,4.550079,success,21069.0
2879,q02,fedx,7,3,MD,success,,9.0,160.0,1.0,2401.0,2232.0,4.0,2560.0,26031.0,12161.0,4.550079,success,23799.0
2880,q02,costfed,7,3,MD,timeout,120000.0,,160.0,1.0,490.0,390.0,484.0,480.0,,491.0,0.26659099999999997,timeout,
2881,q02,costfed,7,3,MD,timeout,120000.0,,160.0,1.0,490.0,342.0,429.0,480.0,,494.0,0.268439,timeout,
2882,q02,costfed,7,3,MD,timeout,120000.0,,160.0,1.0,490.0,385.0,484.0,480.0,,497.0,0.270287,timeout,
2883,q02,splendid,7,3,MD,timeout,120000.0,,160.0,1.0,2401.0,,,0.0,,4000.0,0.172318,timeout,
2884,q02,splendid,7,3,MD,timeout,120000.0,,160.0,1.0,2401.0,,,0.0,,4000.0,0.172318,timeout,
2885,q02,splendid,7,3,MD,timeout,120000.0,,160.0,1.0,2401.0,,,0.0,,4000.0,0.172318,timeout,
2886,q02,semagrow,7,3,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2887,q02,semagrow,7,3,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2888,q02,semagrow,7,3,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2889,q02,anapsid,7,3,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
2890,q02,anapsid,7,3,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
2891,q02,anapsid,7,3,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
2892,q02,fedup_h0,7,3,MD,success,,9.0,1.0,0.00625,16.0,1.0,,320.0,1267.0,321.0,0.216586,success,1266.0
2893,q02,fedup_h0,7,3,MD,success,,9.0,1.0,0.00625,16.0,0.1,,320.0,5.0,321.0,0.216586,success,4.9
2894,q02,fedup_h0,7,3,MD,success,,9.0,1.0,0.00625,16.0,1.0,,320.0,6.0,321.0,0.216586,success,5.0
2895,q02,rsa,7,3,MD,success,,9.0,1.0,0.00625,15.0,,,0.0,34.16109085083008,1.0,0.016094,success,
2896,q02,rsa,7,3,MD,success,,9.0,1.0,0.00625,15.0,,,0.0,33.715009689331055,1.0,0.016094,success,
2897,q02,rsa,7,3,MD,success,,9.0,1.0,0.00625,15.0,,,0.0,35.561561584472656,1.0,0.016094,success,
2898,q02,fedx,8,3,MD,success,,9.0,180.0,1.0,2701.0,2412.0,4.0,2880.0,26414.0,13681.0,5.11585,success,24002.0
2899,q02,fedx,8,3,MD,success,,9.0,180.0,1.0,2701.0,2466.0,4.0,2880.0,26360.0,13681.0,5.11585,success,23894.0
2900,q02,fedx,8,3,MD,success,,9.0,180.0,1.0,2701.0,2434.0,4.0,2880.0,26339.0,13681.0,5.11585,success,23905.0
2901,q02,costfed,8,3,MD,timeout,120000.0,,180.0,1.0,550.0,353.0,457.0,540.0,,550.0,0.29694899999999996,timeout,
2902,q02,costfed,8,3,MD,timeout,120000.0,,180.0,1.0,550.0,455.0,553.0,540.0,,546.0,0.294485,timeout,
2903,q02,costfed,8,3,MD,timeout,120000.0,,180.0,1.0,550.0,409.0,504.0,540.0,,550.0,0.29694899999999996,timeout,
2904,q02,splendid,8,3,MD,timeout,120000.0,,180.0,1.0,2701.0,,,0.0,,4500.0,0.193858,timeout,
2905,q02,splendid,8,3,MD,timeout,120000.0,,180.0,1.0,2701.0,,,0.0,,4500.0,0.193858,timeout,
2906,q02,splendid,8,3,MD,timeout,120000.0,,180.0,1.0,2701.0,,,0.0,,4500.0,0.193858,timeout,
2907,q02,semagrow,8,3,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2908,q02,semagrow,8,3,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2909,q02,semagrow,8,3,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2910,q02,anapsid,8,3,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
2911,q02,anapsid,8,3,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
2912,q02,anapsid,8,3,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
2913,q02,fedup_h0,8,3,MD,success,,9.0,1.0,0.0055555555555555,16.0,0.1,,360.0,7.0,361.0,0.24181,success,6.9
2914,q02,fedup_h0,8,3,MD,success,,9.0,1.0,0.0055555555555555,16.0,0.1,,360.0,1327.0,361.0,0.24181,success,1326.9
2915,q02,fedup_h0,8,3,MD,success,,9.0,1.0,0.0055555555555555,16.0,0.1,,360.0,5.0,361.0,0.24181,success,4.9
2916,q02,rsa,8,3,MD,success,,9.0,1.0,0.0055555555555555,15.0,,,0.0,34.46650505065918,1.0,0.016094,success,
2917,q02,rsa,8,3,MD,success,,9.0,1.0,0.0055555555555555,15.0,,,0.0,35.685062408447266,1.0,0.016094,success,
2918,q02,rsa,8,3,MD,success,,9.0,1.0,0.0055555555555555,15.0,,,0.0,37.72711753845215,1.0,0.016094,success,
2919,q02,fedx,9,3,MD,success,,9.0,200.0,1.0,3001.0,2615.0,4.0,3200.0,36063.0,15201.0,5.682207,success,33448.0
2920,q02,fedx,9,3,MD,success,,9.0,200.0,1.0,3001.0,2766.0,4.0,3200.0,30694.0,15201.0,5.682207,success,27928.0
2921,q02,fedx,9,3,MD,success,,9.0,200.0,1.0,3001.0,2651.0,4.0,3200.0,29295.0,15201.0,5.682207,success,26644.0
2922,q02,costfed,9,3,MD,timeout,120000.0,,200.0,1.0,610.0,477.0,584.0,600.0,,605.0,0.32481699999999997,timeout,
2923,q02,costfed,9,3,MD,timeout,120000.0,,200.0,1.0,610.0,484.0,591.0,600.0,,607.0,0.326049,timeout,
2924,q02,costfed,9,3,MD,timeout,120000.0,,200.0,1.0,610.0,382.0,497.0,600.0,,613.0,0.329745,timeout,
2925,q02,splendid,9,3,MD,timeout,120000.0,,200.0,1.0,3001.0,,,0.0,,5000.0,0.21539799999999998,timeout,
2926,q02,splendid,9,3,MD,timeout,120000.0,,200.0,1.0,3001.0,,,0.0,,5000.0,0.21539799999999998,timeout,
2927,q02,splendid,9,3,MD,timeout,120000.0,,200.0,1.0,3001.0,,,0.0,,5000.0,0.21539799999999998,timeout,
2928,q02,semagrow,9,3,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2929,q02,semagrow,9,3,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2930,q02,semagrow,9,3,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2931,q02,anapsid,9,3,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
2932,q02,anapsid,9,3,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
2933,q02,anapsid,9,3,MD,error_runtime,120000.0,,,,,,,,,,,error_runtime,
2934,q02,fedup_h0,9,3,MD,success,,9.0,1.0,0.005,16.0,0.1,,400.0,1262.0,401.0,0.267054,success,1261.9
2935,q02,fedup_h0,9,3,MD,success,,9.0,1.0,0.005,16.0,0.1,,400.0,5.0,401.0,0.267054,success,4.9
2936,q02,fedup_h0,9,3,MD,success,,9.0,1.0,0.005,16.0,0.1,,400.0,5.0,401.0,0.267054,success,4.9
2937,q02,rsa,9,3,MD,success,,9.0,1.0,0.005,15.0,,,0.0,41.535377502441406,1.0,0.016094,success,
2938,q02,rsa,9,3,MD,success,,9.0,1.0,0.005,15.0,,,0.0,40.29083251953125,1.0,0.016094,success,
2939,q02,rsa,9,3,MD,success,,9.0,1.0,0.005,15.0,,,0.0,37.93931007385254,1.0,0.016094,success,
2940,q02,fedx,0,4,MD,success,,9.0,20.0,1.0,301.0,670.0,3.0,320.0,5793.0,1521.0,0.58788,success,5123.0
2941,q02,fedx,0,4,MD,success,,9.0,20.0,1.0,301.0,654.0,3.0,320.0,3038.0,1521.0,0.58788,success,2384.0
2942,q02,fedx,0,4,MD,success,,9.0,20.0,1.0,301.0,642.0,3.0,320.0,2802.0,1521.0,0.58788,success,2160.0
2943,q02,costfed,0,4,MD,timeout,120000.0,,20.0,1.0,70.0,119.0,154.0,60.0,,107062.0,40.68022,timeout,
2944,q02,costfed,0,4,MD,timeout,120000.0,,20.0,1.0,70.0,105.0,139.0,60.0,,65.0,0.048133999999999996,timeout,
2945,q02,costfed,0,4,MD,timeout,120000.0,,20.0,1.0,70.0,133.0,168.0,60.0,,63.0,0.046902,timeout,
2946,q02,splendid,0,4,MD,timeout,120000.0,,20.0,1.0,301.0,40.0,40.0,0.0,,843.0,30.910352999999997,timeout,
2947,q02,splendid,0,4,MD,success,,,20.0,1.0,301.0,31.0,31.0,0.0,60206.0,560.0,0.024118,success,60175.0
2948,q02,splendid,0,4,MD,success,,,20.0,1.0,301.0,36.0,36.0,0.0,61033.0,560.0,0.024118,success,60997.0
2949,q02,semagrow,0,4,MD,timeout,120000.0,,20.0,1.0,301.0,,,320.0,,320.0,0.16072899999999998,timeout,
2950,q02,semagrow,0,4,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2951,q02,semagrow,0,4,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2952,q02,anapsid,0,4,MD,error_runtime,120000.0,,20.0,1.0,263.0,1.0481939315795898,,296.0,,296.0,0.09993099999999999,error_runtime,
2953,q02,anapsid,0,4,MD,error_runtime,120000.0,,20.0,1.0,263.0,1.058441734313965,,296.0,,296.0,0.09993099999999999,error_runtime,
2954,q02,anapsid,0,4,MD,error_runtime,120000.0,,20.0,1.0,263.0,1.036823844909668,,296.0,,296.0,0.09993099999999999,error_runtime,
2955,q02,fedup_h0,0,4,MD,success,,9.0,1.0,0.05,16.0,1.0,,40.0,1614.0,41.0,0.041517,success,1613.0
2956,q02,fedup_h0,0,4,MD,success,,9.0,1.0,0.05,16.0,0.1,,40.0,6.0,41.0,0.041517,success,5.9
2957,q02,fedup_h0,0,4,MD,success,,9.0,1.0,0.05,16.0,1.0,,40.0,6.0,41.0,0.041517,success,5.0
2958,q02,rsa,0,4,MD,success,,9.0,1.0,0.05,15.0,,,0.0,1019.6833610534668,1.0,0.018108,success,
2959,q02,rsa,0,4,MD,success,,9.0,1.0,0.05,15.0,,,0.0,31.50796890258789,1.0,0.018108,success,
2960,q02,rsa,0,4,MD,success,,9.0,1.0,0.05,15.0,,,0.0,32.48333930969238,1.0,0.018108,success,
2961,q02,fedx,1,4,MD,success,,9.0,40.0,1.0,601.0,911.0,5.0,640.0,6383.0,3041.0,1.154194,success,5472.0
2962,q02,fedx,1,4,MD,success,,9.0,40.0,1.0,601.0,932.0,3.0,640.0,6378.0,3041.0,1.154194,success,5446.0
2963,q02,fedx,1,4,MD,success,,9.0,40.0,1.0,601.0,873.0,4.0,640.0,6366.0,3041.0,1.154194,success,5493.0
2964,q02,costfed,1,4,MD,timeout,120000.0,,40.0,1.0,130.0,166.0,227.0,120.0,,127.0,0.080356,timeout,
2965,q02,costfed,1,4,MD,timeout,120000.0,,40.0,1.0,130.0,223.0,264.0,120.0,,130.0,0.082204,timeout,
2966,q02,costfed,1,4,MD,timeout,120000.0,,40.0,1.0,130.0,150.0,193.0,120.0,,129.0,0.081588,timeout,
2967,q02,splendid,1,4,MD,timeout,120000.0,,40.0,1.0,601.0,,,0.0,,1000.0,0.043078,timeout,
2968,q02,splendid,1,4,MD,timeout,120000.0,,40.0,1.0,601.0,,,0.0,,1000.0,0.043078,timeout,
2969,q02,splendid,1,4,MD,timeout,120000.0,,40.0,1.0,601.0,,,0.0,,1000.0,0.043078,timeout,
2970,q02,semagrow,1,4,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2971,q02,semagrow,1,4,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2972,q02,semagrow,1,4,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2973,q02,anapsid,1,4,MD,error_runtime,120000.0,,40.0,1.0,523.0,2.070298910140991,,576.0,,576.0,0.189293,error_runtime,
2974,q02,anapsid,1,4,MD,error_runtime,120000.0,,40.0,1.0,523.0,1.983281373977661,,576.0,,576.0,0.189293,error_runtime,
2975,q02,anapsid,1,4,MD,error_runtime,120000.0,,40.0,1.0,523.0,2.0517446994781494,,576.0,,576.0,0.189293,error_runtime,
2976,q02,fedup_h0,1,4,MD,success,,9.0,1.0,0.025,16.0,1.0,,80.0,1638.0,81.0,0.066769,success,1637.0
2977,q02,fedup_h0,1,4,MD,success,,9.0,1.0,0.025,16.0,0.1,,80.0,5.0,81.0,0.066769,success,4.9
2978,q02,fedup_h0,1,4,MD,success,,9.0,1.0,0.025,16.0,0.1,,80.0,5.0,81.0,0.066769,success,4.9
2979,q02,rsa,1,4,MD,success,,9.0,1.0,0.025,15.0,,,0.0,33.800363540649414,1.0,0.018108,success,
2980,q02,rsa,1,4,MD,success,,9.0,1.0,0.025,15.0,,,0.0,32.80901908874512,1.0,0.018108,success,
2981,q02,rsa,1,4,MD,success,,9.0,1.0,0.025,15.0,,,0.0,39.31617736816406,1.0,0.018108,success,
2982,q02,fedx,2,4,MD,success,,18.0,60.0,1.0,902.0,1104.0,4.0,960.0,11371.0,7322.0,2.632003,success,10267.0
2983,q02,fedx,2,4,MD,success,,18.0,60.0,1.0,902.0,1085.0,6.0,960.0,10849.0,7322.0,2.631996,success,9764.0
2984,q02,fedx,2,4,MD,success,,18.0,60.0,1.0,902.0,1082.0,4.0,960.0,10282.0,7322.0,2.632003,success,9200.0
2985,q02,costfed,2,4,MD,timeout,120000.0,,60.0,1.0,200.0,178.0,243.0,180.0,,182.0,1.80924,timeout,
2986,q02,costfed,2,4,MD,timeout,120000.0,,60.0,1.0,200.0,218.0,276.0,180.0,,182.0,0.9275829999999999,timeout,
2987,q02,costfed,2,4,MD,timeout,120000.0,,60.0,1.0,200.0,200.0,264.0,180.0,,181.0,0.9306749999999999,timeout,
2988,q02,splendid,2,4,MD,timeout,120000.0,,60.0,1.0,902.0,,,0.0,,1500.0,0.06461599999999999,timeout,
2989,q02,splendid,2,4,MD,timeout,120000.0,,60.0,1.0,902.0,,,0.0,,1500.0,0.06461599999999999,timeout,
2990,q02,splendid,2,4,MD,timeout,120000.0,,60.0,1.0,902.0,,,0.0,,1500.0,0.06461599999999999,timeout,
2991,q02,semagrow,2,4,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2992,q02,semagrow,2,4,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2993,q02,semagrow,2,4,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
2994,q02,anapsid,2,4,MD,error_runtime,120000.0,,60.0,1.0,902.0,3.831147432327272,,960.0,,960.0,0.311703,error_runtime,
2995,q02,anapsid,2,4,MD,error_runtime,120000.0,,60.0,1.0,902.0,3.366386890411377,,960.0,,960.0,0.311703,error_runtime,
2996,q02,anapsid,2,4,MD,error_runtime,120000.0,,60.0,1.0,902.0,3.2386138439178467,,960.0,,960.0,0.311703,error_runtime,
2997,q02,fedup_h0,2,4,MD,success,,18.0,2.0,0.0333333333333333,32.0,1.0,,120.0,1926.0,122.0,0.108302,success,1925.0
2998,q02,fedup_h0,2,4,MD,success,,18.0,2.0,0.0333333333333333,32.0,0.1,,120.0,8.0,122.0,0.108302,success,7.9
2999,q02,fedup_h0,2,4,MD,success,,18.0,2.0,0.0333333333333333,32.0,0.1,,120.0,7.0,122.0,0.108302,success,6.9
3000,q02,rsa,2,4,MD,success,,18.0,2.0,0.0333333333333333,30.0,,,0.0,2110.040664672852,2.0,0.036243,success,
3001,q02,rsa,2,4,MD,success,,18.0,2.0,0.0333333333333333,30.0,,,0.0,29.194355010986328,2.0,0.036243,success,
3002,q02,rsa,2,4,MD,success,,18.0,2.0,0.0333333333333333,30.0,,,0.0,28.723478317260746,2.0,0.036243,success,
3003,q02,fedx,3,4,MD,success,,27.0,80.0,1.0,1203.0,1332.0,3.0,1280.0,26453.0,11923.0,4.200429,success,25121.0
3004,q02,fedx,3,4,MD,success,,27.0,80.0,1.0,1203.0,1352.0,3.0,1280.0,25332.0,11923.0,4.200409,success,23980.0
3005,q02,fedx,3,4,MD,success,,27.0,80.0,1.0,1203.0,1397.0,2.0,1280.0,26178.0,11923.0,4.200429,success,24781.0
3006,q02,costfed,3,4,MD,timeout,120000.0,,80.0,1.0,270.0,222.0,293.0,240.0,,244.0,0.125993,timeout,
3007,q02,costfed,3,4,MD,timeout,120000.0,,80.0,1.0,270.0,208.0,282.0,240.0,,243.0,0.125547,timeout,
3008,q02,costfed,3,4,MD,timeout,120000.0,,80.0,1.0,270.0,240.0,307.0,240.0,,243.0,0.125547,timeout,
3009,q02,splendid,3,4,MD,timeout,120000.0,,80.0,1.0,1203.0,,,0.0,,2000.0,0.086154,timeout,
3010,q02,splendid,3,4,MD,timeout,120000.0,,80.0,1.0,1203.0,,,0.0,,2000.0,0.086154,timeout,
3011,q02,splendid,3,4,MD,timeout,120000.0,,80.0,1.0,1203.0,,,0.0,,2000.0,0.086154,timeout,
3012,q02,semagrow,3,4,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
3013,q02,semagrow,3,4,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
3014,q02,semagrow,3,4,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
3015,q02,anapsid,3,4,MD,error_runtime,120000.0,,80.0,1.0,1203.0,5.380190849304199,,1280.0,,1280.0,0.4158,error_runtime,
3016,q02,anapsid,3,4,MD,error_runtime,120000.0,,80.0,1.0,1203.0,5.380577564239502,,1280.0,,1280.0,0.4158,error_runtime,
3017,q02,anapsid,3,4,MD,error_runtime,120000.0,,80.0,1.0,1203.0,4.797856092453003,,1280.0,,1280.0,0.4158,error_runtime,
3018,q02,fedup_h0,3,4,MD,success,,27.0,3.0,0.0375,48.0,1.0,,160.0,2180.0,163.0,0.149811,success,2179.0
3019,q02,fedup_h0,3,4,MD,success,,27.0,3.0,0.0375,48.0,0.1,,160.0,9.0,163.0,0.149811,success,8.9
3020,q02,fedup_h0,3,4,MD,success,,27.0,3.0,0.0375,48.0,0.1,,160.0,8.0,163.0,0.149811,success,7.9
3021,q02,rsa,3,4,MD,success,,27.0,3.0,0.0375,45.0,,,0.0,2130.810022354126,3.0,0.054377999999999996,success,
3022,q02,rsa,3,4,MD,success,,27.0,3.0,0.0375,45.0,,,0.0,31.662940979003903,3.0,0.054377999999999996,success,
3023,q02,rsa,3,4,MD,success,,27.0,3.0,0.0375,45.0,,,0.0,29.90937232971192,3.0,0.054377999999999996,success,
3024,q02,fedx,4,4,MD,success,,36.0,100.0,1.0,1504.0,1519.0,4.0,1600.0,34069.0,17604.0,6.076290999999999,success,32550.0
3025,q02,fedx,4,4,MD,success,,36.0,100.0,1.0,1504.0,1598.0,3.0,1600.0,33408.0,17604.0,6.076270999999999,success,31810.0
3026,q02,fedx,4,4,MD,success,,36.0,100.0,1.0,1504.0,1626.0,4.0,1600.0,33099.0,17604.0,6.076270999999999,success,31473.0
3027,q02,costfed,4,4,MD,timeout,120000.0,,100.0,1.0,340.0,256.0,377.0,300.0,,304.0,0.15706399999999998,timeout,
3028,q02,costfed,4,4,MD,timeout,120000.0,,100.0,1.0,340.0,238.0,308.0,300.0,,304.0,0.15706399999999998,timeout,
3029,q02,costfed,4,4,MD,timeout,120000.0,,100.0,1.0,340.0,319.0,392.0,300.0,,304.0,0.15706399999999998,timeout,
3030,q02,splendid,4,4,MD,timeout,120000.0,,100.0,1.0,1504.0,,,0.0,,2500.0,0.107692,timeout,
3031,q02,splendid,4,4,MD,timeout,120000.0,,100.0,1.0,1504.0,,,0.0,,2500.0,0.107692,timeout,
3032,q02,splendid,4,4,MD,timeout,120000.0,,100.0,1.0,1504.0,,,0.0,,2500.0,0.107692,timeout,
3033,q02,semagrow,4,4,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
3034,q02,semagrow,4,4,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
3035,q02,semagrow,4,4,MD,timeout,120000.0,,,,,,,0.0,,0.0,0.0,timeout,
3036,q02,anapsid,4,4,MD,error_runtime,120000.0,,100.0,1.0,1504.0,6.837182998657227,,1600.0,,1600.0,0.52025,error_runtime,
3037,q02,anapsid,4,4,MD,error_runtime,120000.0,,100.0,1.0,1504.0,6.152700662612915,,1600.0,,1600.0,0.52025,error_runtime,
3038,q02,anapsid,4,4,MD,error_runtime,120000.0,,100.0,1.0,1504.0,6.220453500747681,,1600.0,,1600.0,0.52025,error_runtime,
3039,q02,fedup_h0,4,4,MD,success,,36.0,4.0,0.04,64.0,0.1,,200.0,3026.0,204.0,0.191334,success,3025.9
3040,q02,fedup_h0,4,4,MD,success,,36.0,4.0,0.04,64.0,0.1,,200.0,10.0,204.0,0.191334,success,9.9
3041,q02,fedup_h0,4,4,MD,success,,36.0,4.0,0.04,64.0,1.0,,200.0,11.0,204.0,0.191334,success,10.0
